R,1,1.63,0.15,1.52,15,1129132178,sim

R,2,8.72,3.13,3.14,15,1129132178,sim

R,1,2.26,1,1,15,1129132179,sim

R,2,9.16,3,3,15,1129132179,sim

R,1,2.89,1.85,0.48,15,1129132179,sim

R,2,8.72,2.87,2.86,15,1129132179,sim

R,1,3.52,2.7,-0.04,15,1129132180,sim

R,2,8.28,2.74,2.72,15,1129132180,sim

R,1,4.15,3.55,0.48,15,1129132180,sim

R,2,7.84,2.61,2.58,15,1129132180,sim

R,1,4.78,4.4,1,15,1129132181,sim

R,2,7.4,2.48,2.44,15,1129132181,sim

R,1,5.41,5.25,1.52,15,1129132181,sim

R,2,6.96,2.35,2.3,15,1129132181,sim

R,1,6.04,6.1,2.04,15,1129132182,sim

R,2,6.52,2.22,2.16,15,1129132182,sim

R,1,6.67,6.95,2.56,15,1129132182,sim

R,2,6.08,2.09,2.02,15,1129132182,sim

R,1,7.3,7.8,3.08,15,1129132183,sim

R,2,5.64,1.96,1.88,15,1129132183,sim

R,1,7.93,8.65,3.6,15,1129132183,sim

R,2,5.2,1.83,1.74,15,1129132183,sim

R,1,8.56,9.5,4.12,15,1129132184,sim

R,2,4.76,1.7,1.6,15,1129132184,sim

R,1,9.19,10.35,4.64,15,1129132184,sim

R,2,4.32,1.57,1.46,15,1129132184,sim

R,1,8.56,11.2,5.16,15,1129132185,sim

R,2,3.88,1.44,1.32,15,1129132185,sim

R,1,7.93,10.35,5.68,15,1129132185,sim

R,2,3.44,1.31,1.18,15,1129132185,sim

R,1,7.3,9.5,6.2,15,1129132186,sim

R,2,3,1.18,1.04,15,1129132186,sim

R,1,6.67,8.65,5.68,15,1129132186,sim

R,2,2.56,1.05,0.9,15,1129132186,sim

R,1,6.04,7.8,5.16,15,1129132187,sim

R,2,2.12,0.92,0.76,15,1129132187,sim

R,1,5.41,6.95,4.64,15,1129132187,sim

R,2,1.68,0.79,0.62,15,1129132187,sim

R,1,4.78,6.1,4.12,15,1129132188,sim

R,2,1.24,0.66,0.48,15,1129132188,sim

R,1,4.15,5.25,3.6,15,1129132188,sim

R,2,0.8,0.53,0.34,15,1129132188,sim

R,1,3.52,4.4,3.08,15,1129132189,sim

R,2,0.36,0.4,0.2,15,1129132189,sim

R,1,2.89,3.55,2.56,15,1129132189,sim

R,2,-0.08,0.27,0.06,15,1129132189,sim

R,1,2.26,2.7,2.04,15,1129132190,sim

R,2,0.36,0.14,-0.08,15,1129132190,sim

R,1,1.63,1.85,1.52,15,1129132190,sim

R,2,0.8,0.01,0.06,15,1129132190,sim

R,1,1,1,1,15,1129132191,sim

R,2,1.24,-0.12,0.2,15,1129132191,sim

R,1,0.37,0.15,0.48,15,1129132191,sim

R,2,1.68,0.01,0.34,15,1129132191,sim

R,1,-0.26,-0.7,-0.04,15,1129132192,sim

R,2,2.12,0.14,0.48,15,1129132192,sim

R,1,0.37,0.15,0.48,15,1129132192,sim

R,2,2.56,0.27,0.62,15,1129132192,sim

R,1,1,1,1,15,1129132193,sim

R,2,3,0.4,0.76,15,1129132193,sim

R,1,1.63,1.85,1.52,15,1129132193,sim

R,2,3.44,0.53,0.9,15,1129132193,sim

R,1,2.26,2.7,2.04,15,1129132194,sim

R,2,3.88,0.66,1.04,15,1129132194,sim

R,1,2.89,3.55,2.56,15,1129132194,sim

R,2,4.32,0.79,1.18,15,1129132194,sim

R,1,3.52,4.4,3.08,15,1129132195,sim

R,2,4.76,0.92,1.32,15,1129132195,sim

R,1,4.15,5.25,3.6,15,1129132195,sim

R,2,5.2,1.05,1.46,15,1129132195,sim

R,1,4.78,6.1,4.12,15,1129132196,sim

R,2,5.64,1.18,1.6,15,1129132196,sim

R,1,5.41,6.95,4.64,15,1129132196,sim

R,2,6.08,1.31,1.74,15,1129132196,sim

R,1,6.04,7.8,5.16,15,1129132197,sim

R,2,6.52,1.44,1.88,15,1129132197,sim

R,1,6.67,8.65,5.68,15,1129132197,sim

R,2,6.96,1.57,2.02,15,1129132197,sim

R,1,7.3,9.5,6.2,15,1129132198,sim

R,2,7.4,1.7,2.16,15,1129132198,sim

R,1,7.93,10.35,5.68,15,1129132198,sim

R,2,7.84,1.83,2.3,15,1129132198,sim

R,1,8.56,11.2,5.16,15,1129132199,sim

R,2,8.28,1.96,2.44,15,1129132199,sim

R,1,9.19,10.35,4.64,15,1129132199,sim

R,2,8.72,2.09,2.58,15,1129132199,sim

R,1,8.56,9.5,4.12,15,1129132200,sim

R,2,9.16,2.22,2.72,15,1129132200,sim

R,1,7.93,8.65,3.6,15,1129132200,sim

R,2,8.72,2.35,2.86,15,1129132200,sim

R,1,7.3,7.8,3.08,15,1129132201,sim

R,2,8.28,2.48,3,15,1129132201,sim

R,1,6.67,6.95,2.56,15,1129132201,sim

R,2,7.84,2.61,3.14,15,1129132201,sim

R,1,6.04,6.1,2.04,15,1129132202,sim

R,2,7.4,2.74,3.28,15,1129132202,sim

R,1,5.41,5.25,1.52,15,1129132202,sim

R,2,6.96,2.87,3.42,15,1129132202,sim

R,1,4.78,4.4,1,15,1129132203,sim

R,2,6.52,3,3.56,15,1129132203,sim

R,1,4.15,3.55,0.48,15,1129132203,sim

R,2,6.08,3.13,3.7,15,1129132203,sim

R,1,3.52,2.7,-0.04,15,1129132204,sim

R,2,5.64,3.26,3.84,15,1129132204,sim

R,1,2.89,1.85,0.48,15,1129132204,sim

R,2,5.2,3.39,3.98,15,1129132204,sim

R,1,2.26,1,1,15,1129132205,sim

R,2,4.76,3.52,4.12,15,1129132205,sim

R,1,1.63,0.15,1.52,15,1129132205,sim

R,2,4.32,3.65,4.26,15,1129132205,sim

R,1,1,-0.7,2.04,15,1129132206,sim

R,2,3.88,3.78,4.4,15,1129132206,sim

R,1,0.37,0.15,2.56,15,1129132206,sim

R,2,3.44,3.91,4.54,15,1129132206,sim

R,1,-0.26,1,3.08,15,1129132207,sim

R,2,3,4.04,4.68,15,1129132207,sim

R,1,0.37,1.85,3.6,15,1129132207,sim

R,2,2.56,4.17,4.82,15,1129132207,sim

R,1,1,2.7,4.12,15,1129132208,sim

R,2,2.12,4.3,4.96,15,1129132208,sim

R,1,1.63,3.55,4.64,15,1129132208,sim

